age,salary
51,91931.0
23,
39,
28,57299.0
65,107817.0
33,73613.0
50,79464.0
26,55326.0
23,60940.0
33,66975.0
46,82364.0
20,
37,
53,99819.0
36,
43,
20,
36,51820.0
37,85575.0
49,109332.0
24,
58,113877.0
50,112796.0
57,
56,108234.0
35,
57,103003.0
18,
28,52864.0
45,114310.0
42,106985.0
40,82307.0
48,121300.0
47,86865.0
59,96072.0
52,106812.0
24,64064.0
33,
43,101043.0
65,111275.0
19,
18,
65,121222.0
29,61674.0
22,
54,94102.0
49,85617.0
26,
58,107233.0
52,92689.0
36,
65,104868.0
33,74124.0
20,
37,79512.0
41,78307.0
50,95359.0
41,79056.0
28,
25,
53,93600.0
55,97161.0
57,114396.0
37,77833.0
52,86595.0
65,114021.0
42,90286.0
52,89398.0
42,
46,93780.0
35,78321.0
63,115479.0
35,75420.0
19,
52,96397.0
33,67482.0
58,117486.0
53,114847.0
50,110505.0
21,
50,91431.0
31,68055.0
38,
65,133330.0
37,95861.0
25,32482.0
24,49801.0
20,30339.0
34,64249.0
50,95936.0
65,98707.0
29,72537.0
39,62765.0
39,99341.0
63,111806.0
47,
55,95066.0
55,
62,129395.0
25,
44,86558.0
44,90746.0
51,85358.0
38,
47,
50,94994.0
45,96393.0
64,128813.0
50,
22,
65,111797.0
36,
21,
52,109922.0
34,
61,98462.0
45,
47,89278.0
46,
63,105710.0
23,
52,95921.0
58,102250.0
54,103373.0
41,
46,85324.0
63,119495.0
48,94475.0
52,104511.0
50,91057.0
38,75476.0
49,84094.0
40,83355.0
50,98057.0
20,
35,
42,
59,114717.0
48,104036.0
20,
57,96310.0
63,112380.0
41,79409.0
49,90212.0
64,108156.0
39,84006.0
40,77195.0
19,
44,
59,105127.0
19,
43,66913.0
34,
57,85287.0
50,74612.0
26,34253.0
60,123909.0
65,109181.0
56,95141.0
46,85174.0
59,92912.0
43,91338.0
52,103111.0
42,
41,79211.0
30,59271.0
24,
53,95525.0
62,96447.0
37,81496.0
18,
25,
63,104439.0
33,
31,51368.0
29,67814.0
40,85116.0
32,65164.0
45,87878.0
51,114242.0
19,
49,111297.0
40,74692.0
39,72423.0
42,83269.0
39,
39,83017.0
59,104722.0
23,
32,64031.0
60,121813.0
54,95975.0
50,101083.0
25,
61,113730.0
61,123552.0
22,
56,91620.0
21,
23,
62,123354.0
49,112247.0
47,89582.0
64,115379.0
52,81367.0
57,103465.0
33,68951.0
30,80564.0
59,111495.0
47,99303.0
36,60454.0
34,75735.0
36,78558.0
45,89891.0
43,93225.0
54,96262.0
43,89889.0
40,
26,
29,
18,
18,
64,105312.0
51,92848.0
49,
65,130812.0
42,70660.0
57,100548.0
62,107662.0
18,
33,
56,
22,57421.0
39,87202.0
46,78675.0
20,
29,
43,99231.0
33,62108.0
54,91337.0
39,72252.0
46,92630.0
31,58700.0
45,80022.0
22,59857.0
64,106379.0
47,94083.0
63,111445.0
22,61290.0
29,
33,55795.0
43,78717.0
43,80428.0
65,112940.0
38,78677.0
56,110065.0
53,94937.0
50,94860.0
47,86963.0
54,88438.0
40,
27,
22,71533.0
53,
51,92029.0
48,85729.0
27,79766.0
36,73270.0
49,79270.0
18,
22,53849.0
62,126138.0
21,
33,65801.0
41,69779.0
33,61853.0
19,
45,86224.0
49,101088.0
44,75672.0
37,91945.0
41,97660.0
29,76378.0
52,92691.0
50,
50,94989.0
60,122997.0
54,117689.0
29,76592.0
20,
18,
50,87529.0
57,120252.0
27,
60,122959.0
61,106877.0
46,92231.0
30,
29,
48,101553.0
63,118057.0
19,
52,103623.0
40,79260.0
34,73730.0
43,72801.0
25,
46,91432.0
43,80783.0
27,
43,82529.0
51,81510.0
58,105493.0
24,66492.0
21,55163.0
62,102022.0
28,
46,88963.0
53,97835.0
42,75738.0
38,73364.0
53,96829.0
27,
54,
26,
41,93950.0
52,99503.0
52,106524.0
65,111760.0
53,
35,91271.0
56,103011.0
49,
41,80996.0
40,89822.0
49,116435.0
54,94227.0
29,
30,
40,80061.0
42,71311.0
52,96032.0
58,101985.0
47,102738.0
34,
37,
65,127873.0
42,91127.0
39,
30,74824.0
36,78396.0
53,98561.0
29,
58,107467.0
36,
29,
26,
24,
45,70268.0
31,45344.0
48,
36,
64,114422.0
33,60126.0
22,
52,
29,
42,79833.0
38,78576.0
53,
40,
33,
56,106780.0
62,125237.0
59,114831.0
56,120140.0
31,58480.0
48,81502.0
22,
52,105014.0
40,73569.0
46,100564.0
60,97814.0
28,
35,73165.0
64,135500.0
29,
26,
27,51744.0
61,107751.0
34,74634.0
55,85079.0
24,53519.0
63,128306.0
30,77252.0
57,127005.0
59,105428.0
26,
44,82086.0
19,
22,
46,
54,105822.0
55,98736.0
36,
25,
65,104514.0
62,108453.0
18,
39,
34,74783.0
24,57896.0
42,78827.0
62,128092.0
21,
53,97645.0
23,
48,107435.0
36,
61,119654.0
56,100877.0
44,102503.0
27,
43,
36,74288.0
56,111804.0
20,
62,132490.0
30,79028.0
45,83348.0
37,73696.0
45,76012.0
25,
58,113979.0
56,89734.0
18,
20,
30,67309.0
45,82704.0
42,79704.0
50,108611.0
55,105439.0
23,
61,108007.0
62,112747.0
49,98825.0
62,128825.0
64,118106.0
38,72498.0
33,72385.0
38,78149.0
28,
54,98864.0
53,101419.0
52,
36,76864.0
37,86380.0
35,74055.0
64,112719.0
58,112091.0
31,70079.0
32,75458.0
48,87773.0
18,
20,
33,
40,80726.0
28,
29,72415.0
27,61555.0
49,
33,
25,75232.0
55,101122.0
29,64147.0
41,85755.0
45,78009.0
25,
45,76173.0
53,107264.0
43,
25,
45,98327.0
45,
54,99032.0
58,102313.0
53,103758.0
44,75000.0
34,
26,62061.0
50,114897.0
37,78020.0
30,63624.0
45,85077.0
65,137669.0
46,98200.0
30,
63,94580.0
52,86065.0
23,
35,73317.0
22,
64,133404.0
42,84592.0
19,
27,
47,93985.0
62,119619.0
22,
50,83257.0
18,
35,
49,84782.0
64,113488.0
28,
38,86360.0
43,
42,61979.0
39,
44,71948.0
30,
50,103052.0
51,90376.0
58,124996.0
52,
18,
38,66932.0
65,114046.0
23,
45,98192.0
34,86274.0
22,48878.0
48,89222.0
22,
55,114121.0
20,
40,67156.0
54,100885.0
54,96069.0
27,
27,58821.0
36,67184.0
34,
38,89287.0
31,
26,
63,127805.0
18,
62,125498.0
30,
21,
18,
57,90808.0
49,82050.0
51,106820.0
45,85405.0
48,94356.0
25,
56,101470.0
43,83840.0
51,107485.0
20,45515.0
29,
18,
61,
22,
47,90540.0
47,84556.0
34,
65,130493.0
64,140931.0
40,82891.0
32,59102.0
54,94095.0
38,73584.0
31,72744.0
19,39129.0
28,
56,92989.0
55,100350.0
51,87713.0
55,96871.0
51,108899.0
35,57905.0
47,97900.0
32,69925.0
44,86533.0
51,102968.0
55,102549.0
50,84732.0
41,110214.0
32,
47,103993.0
59,96701.0
34,95321.0
22,
46,83582.0
21,33519.0
27,54612.0
34,74200.0
27,57089.0
34,84362.0
37,75790.0
41,85911.0
22,53175.0
51,89566.0
23,
19,
30,64126.0
60,97429.0
60,117351.0
65,115512.0
28,
64,115967.0
40,91855.0
33,86249.0
48,89009.0
28,64882.0
33,57820.0
25,51643.0
21,
57,104017.0
21,
42,80213.0
20,
49,116922.0
20,
44,
46,81016.0
49,
36,
38,88992.0
22,
35,90666.0
45,89736.0
59,118497.0
39,71707.0
38,70337.0
23,
18,
22,
58,106366.0
29,
43,
63,127362.0
51,95638.0
31,49365.0
43,101368.0
62,125629.0
44,85129.0
26,
43,
64,127302.0
39,80469.0
64,111394.0
47,100342.0
60,111140.0
65,117065.0
34,70055.0
43,
53,107563.0
18,
25,
52,105994.0
32,
64,119986.0
39,69338.0
31,
43,86210.0
45,84635.0
40,
31,64764.0
41,88037.0
19,
62,126427.0
43,73625.0
31,72133.0
24,
20,
64,119915.0
40,
63,108037.0
60,102469.0
64,116624.0
62,113699.0
35,68670.0
55,111610.0
52,96553.0
32,88581.0
42,97776.0
54,78095.0
45,77714.0
27,56489.0
56,118096.0
34,42275.0
56,87746.0
39,
43,95233.0
61,104123.0
42,81740.0
34,66606.0
30,80925.0
37,90570.0
42,66583.0
21,
27,56216.0
20,
58,126663.0
62,109573.0
35,
64,104511.0
53,99815.0
64,124487.0
39,80765.0
51,101122.0
64,131627.0
25,82079.0
57,110451.0
61,125138.0
36,89596.0
59,130942.0
58,101102.0
54,74898.0
23,
43,97781.0
51,97407.0
62,115496.0
23,61836.0
54,96628.0
50,82077.0
39,
38,
23,
23,
65,113338.0
21,
47,87213.0
28,58851.0
47,100096.0
48,95230.0
41,80325.0
26,
20,
48,
57,114812.0
54,102813.0
53,91115.0
41,90174.0
48,98056.0
23,63367.0
19,
37,81638.0
45,87723.0
28,
21,
32,68202.0
23,53402.0
47,97441.0
55,99480.0
19,
32,55979.0
28,
25,
43,83406.0
62,122031.0
61,103233.0
22,
23,
43,91867.0
21,
36,72484.0
37,
50,91392.0
37,85223.0
29,
64,107950.0
18,
43,90372.0
31,
55,123812.0
54,109491.0
28,
53,
30,
60,113057.0
20,
50,
23,
27,
22,
40,72122.0
27,
61,102093.0
19,
30,64465.0
57,111330.0
19,
37,
18,
54,105292.0
26,
34,
26,
28,
32,
41,78482.0
55,
52,103021.0
47,94928.0
48,93723.0
22,
61,118780.0
31,62783.0
28,
26,
51,104071.0
29,65030.0
52,
52,112104.0
18,
57,106202.0
39,76057.0
46,99960.0
25,49300.0
28,59834.0
58,113908.0
54,114091.0
31,72070.0
47,86259.0
52,95762.0
38,
54,105549.0
22,44440.0
36,71025.0
31,
43,97295.0
21,
42,77648.0
62,117511.0
59,115961.0
42,
35,66059.0
57,133712.0
25,
56,119784.0
57,109765.0
31,68235.0
49,88358.0
55,121123.0
50,100328.0
40,85853.0
32,84022.0
50,90856.0
42,81538.0
34,
50,89872.0
64,103332.0
19,
31,72124.0
57,99277.0
57,106644.0
56,105022.0
23,51292.0
23,
20,
24,
25,
59,109182.0
32,61366.0
64,136641.0
46,
50,75404.0
47,98935.0
56,129206.0
44,81714.0
53,
46,
55,101787.0
50,86805.0
54,110011.0
44,98884.0
50,
21,
39,69945.0
19,
27,
22,
27,48559.0
50,85833.0
55,111868.0
30,
48,76257.0
64,130837.0
53,92169.0
62,107816.0
41,86057.0
32,46559.0
46,
25,56391.0
22,
46,87981.0
64,126668.0
21,
29,
62,110357.0
19,
44,79448.0
48,93284.0
53,
53,93634.0
43,76212.0
60,110464.0
44,101096.0
22,
37,63181.0
28,
27,
57,123530.0
55,104043.0
23,
25,
40,77907.0
64,114422.0
43,
63,103157.0
60,108324.0
29,62336.0
43,
30,
57,103528.0
35,
42,103274.0
50,
64,116593.0
57,98445.0
60,106813.0
29,
61,113686.0
53,94908.0
65,119465.0
21,
22,
54,108043.0
25,44785.0
59,99908.0
45,89293.0
48,87702.0
26,75317.0
46,97620.0
31,75962.0
57,125903.0
58,99477.0
39,69174.0
28,
40,81291.0
18,
63,110437.0
54,92684.0
38,
43,78920.0
63,125606.0
53,99705.0
40,91183.0
18,
57,106336.0
32,61494.0
38,74609.0
64,125783.0
26,73834.0
26,72582.0
27,
43,92034.0
58,98703.0
52,105838.0
42,71694.0
43,87757.0
28,52995.0
55,112505.0
19,
24,
35,79049.0
44,80449.0
51,
44,89133.0
34,
60,126529.0
61,120796.0
41,92361.0
42,88086.0
24,54468.0
23,
41,
50,100301.0
46,65849.0
60,125005.0
39,98454.0
43,
45,97032.0
38,88174.0
24,
34,51010.0
37,72710.0
58,100207.0
37,
39,78379.0
45,90695.0
57,113845.0
24,
18,
49,102081.0
30,
47,88329.0
40,74627.0
36,51423.0
49,107032.0
47,
46,108656.0
62,126575.0
46,98731.0
47,94380.0
33,62647.0
57,
36,
35,
18,
31,66677.0
64,107288.0
19,
45,79023.0
47,
55,116023.0
21,
18,
25,
46,75627.0
56,92388.0
20,
49,83832.0
27,
27,
36,
63,108482.0
51,
50,108210.0
40,58742.0
45,
49,98131.0
24,
46,96933.0
25,51921.0
18,
20,
41,68953.0
40,79130.0
25,
64,
54,81678.0
20,
50,99740.0
45,65466.0
64,96146.0
25,
51,85529.0
52,107980.0
49,98792.0
41,77751.0
31,
49,94658.0
63,113996.0
60,112906.0
33,66359.0
21,
54,87722.0
38,99493.0
31,77368.0
48,96034.0
65,128923.0
35,84198.0
24,
27,
24,
50,103122.0
40,94568.0
38,71772.0
36,77537.0
65,129012.0
36,
53,105462.0
46,
35,68869.0
19,47994.0
18,
64,105010.0
22,
37,63642.0
28,
59,103847.0
19,
20,
40,64067.0
29,
37,69147.0
22,49016.0
54,88028.0
55,103406.0
47,93748.0
26,
51,102074.0
61,118085.0
52,
39,91356.0
61,120931.0
41,75057.0
34,63004.0
27,
47,76117.0
63,109145.0
40,
49,97427.0
34,
34,59886.0
31,66180.0
26,
57,112612.0
19,
62,117736.0
42,88347.0
56,118714.0
26,
39,76707.0
60,102827.0
63,104894.0
21,
43,71723.0
46,84097.0
62,99645.0
51,83443.0
40,70601.0
54,105193.0
28,
23,53524.0
35,73007.0
38,82739.0
59,104524.0
53,
58,97251.0
55,106563.0
51,
34,
54,97534.0
42,96504.0
55,115271.0
29,
40,63349.0
59,112202.0
39,
38,77533.0
44,88963.0
48,
23,
44,
57,115848.0
51,95985.0
29,69954.0
62,109499.0
24,
27,51071.0
62,101406.0
34,58725.0
43,88035.0
38,96481.0
45,
63,138522.0
19,
60,
18,
53,107662.0
43,
46,99874.0
38,87609.0
28,54021.0
57,109763.0
28,78641.0
53,106950.0
56,91650.0
57,109858.0
52,98682.0
51,93507.0
64,
41,
39,
22,
50,89418.0
53,90609.0
64,113294.0
37,78004.0
36,77975.0
52,94404.0
60,117713.0
34,
62,124800.0
60,108310.0
51,96644.0
26,69040.0
43,
19,
26,
26,
57,106275.0
34,72537.0
18,
42,80332.0
60,109377.0
57,
59,104189.0
42,78571.0
56,100623.0
52,96828.0
20,
54,98293.0
61,118955.0
61,129352.0
47,91912.0
55,100409.0
51,87900.0
29,68180.0
36,
54,91854.0
61,110238.0
34,
27,
64,113648.0
29,71582.0
33,50373.0
41,86410.0
36,71973.0
25,66768.0
48,78858.0
38,54873.0
34,77861.0
40,
54,93659.0
33,64289.0
23,
25,
42,
35,65492.0
42,86464.0
29,
32,68902.0
43,83103.0
58,114963.0
62,103492.0
43,86276.0
64,124444.0
49,113172.0
27,
33,55271.0
24,46420.0
34,77364.0
40,78192.0
43,77371.0
38,71229.0
39,92698.0
24,
31,73844.0
32,
24,
26,
65,118821.0
25,45463.0
40,
46,99606.0
35,54458.0
48,95427.0
47,
56,106607.0
52,103612.0
35,
59,111044.0
56,97117.0
34,80961.0
31,59582.0
48,88855.0
41,80866.0
52,91632.0
61,108003.0
62,104827.0
51,91742.0
20,
54,111330.0
60,113548.0
57,
43,88703.0
40,
61,116399.0
56,96024.0
32,
21,
46,83952.0
39,81185.0
42,
30,61117.0
35,
50,83925.0
33,
62,112782.0
59,127358.0
61,105802.0
19,
52,
59,92718.0
51,106660.0
47,90409.0
30,
30,
35,80849.0
49,102293.0
49,111735.0
52,103334.0
56,113075.0
63,101242.0
46,78057.0
46,93788.0
61,120077.0
33,83126.0
61,96717.0
64,111425.0
27,
47,
42,65435.0
56,109085.0
37,
22,58982.0
18,
47,99078.0
20,
62,116902.0
31,
47,
21,
35,57750.0
54,88143.0
42,
65,
18,
63,98014.0
32,71624.0
26,
32,
41,92034.0
21,
29,
54,109805.0
54,103489.0
60,113926.0
23,
56,105436.0
63,99364.0
41,89361.0
28,61573.0
30,
51,101165.0
42,
24,
21,
25,
37,77390.0
46,95331.0
62,114325.0
63,126365.0
27,
60,116147.0
51,102582.0
43,
58,124083.0
20,
23,
22,
22,
64,117112.0
40,
26,
52,92762.0
37,
59,
52,89489.0
35,
34,74172.0
41,59183.0
20,
49,
52,100283.0
55,92208.0
30,54589.0
64,132236.0
42,
26,51787.0
21,
31,47195.0
54,96047.0
51,100981.0
28,
58,88547.0
20,
45,81123.0
46,88355.0
26,54743.0
20,
42,84303.0
51,90271.0
29,
59,117802.0
26,
32,70550.0
57,93462.0
42,77940.0
22,
28,
51,86815.0
41,78797.0
32,46949.0
55,116062.0
25,53260.0
22,
65,
43,
35,90804.0
23,69534.0
54,107478.0
65,120158.0
30,59240.0
45,
22,
30,
34,76102.0
57,111057.0
62,116366.0
49,
46,97491.0
20,
57,
51,101180.0
57,117333.0
44,77457.0
30,
62,122466.0
50,78843.0
23,
41,
36,75690.0
33,
57,95682.0
45,
50,93314.0
65,113198.0
58,101446.0
30,96275.0
60,130127.0
62,123142.0
42,85146.0
59,93173.0
53,108710.0
44,67969.0
55,91650.0
24,
22,
60,113308.0
62,104864.0
48,99780.0
40,
59,89901.0
27,
49,78733.0
60,115180.0
47,93398.0
56,99432.0
48,80992.0
35,80821.0
53,110098.0
19,
31,
30,
46,82960.0
29,
56,99441.0
19,
49,98653.0
30,81731.0
63,
44,
58,103747.0
34,49558.0
57,94889.0
48,98585.0
51,93133.0
41,70987.0
62,111155.0
52,
65,117358.0
23,
36,66013.0
47,101791.0
24,
27,65103.0
58,105575.0
49,
51,82723.0
45,93742.0
32,73489.0
47,100472.0
54,89779.0
46,85851.0
39,79440.0
21,46132.0
37,84736.0
49,
53,103215.0
21,
44,86302.0
34,65883.0
29,62567.0
39,
34,74416.0
27,
18,
39,88927.0
43,90375.0
35,
31,65144.0
64,111345.0
46,104623.0
29,
53,103074.0
52,116277.0
29,60276.0
24,
46,81633.0
28,
50,100695.0
23,
64,110556.0
32,
49,95826.0
28,
40,79323.0
43,
51,104707.0
63,142355.0
51,98303.0
46,86750.0
21,
34,62971.0
52,98139.0
30,56140.0
58,106617.0
56,111704.0
32,56743.0
46,103556.0
46,89236.0
28,52864.0
49,90971.0
19,
64,112821.0
31,40109.0
37,55538.0
39,69320.0
28,
44,
20,
34,68202.0
61,99982.0
45,89654.0
46,81660.0
38,90595.0
64,112853.0
33,66279.0
54,105792.0
37,74814.0
23,
36,
22,
20,
18,
55,110969.0
32,
51,112210.0
52,106878.0
42,73564.0
41,88279.0
29,
35,66095.0
32,76396.0
61,110378.0
33,63429.0
44,89533.0
25,
63,106589.0
42,102965.0
34,
46,86646.0
25,63821.0
32,62969.0
44,
63,109177.0
24,
20,
46,89673.0
61,
41,72986.0
20,
37,
63,83165.0
32,82817.0
42,80703.0
47,88294.0
31,
24,48310.0
34,63065.0
61,113250.0
37,69117.0
53,
26,
55,83003.0
65,129787.0
39,76245.0
19,
41,83381.0
25,68059.0
28,
30,75477.0
34,66119.0
25,
38,74767.0
35,81374.0
47,86811.0
35,
63,111807.0
64,115521.0
48,89561.0
55,101326.0
49,87790.0
28,
62,111375.0
42,
50,103268.0
55,98651.0
58,111051.0
25,
28,
39,68355.0
41,85931.0
58,114160.0
34,72051.0
29,54908.0
63,102449.0
49,92617.0
32,75085.0
33,
39,63957.0
45,
37,69442.0
50,87531.0
27,58929.0
57,114474.0
49,95938.0
50,94624.0
19,57224.0
50,95305.0
50,93526.0
58,113959.0
30,
47,
50,102938.0
30,
43,87030.0
39,84215.0
56,109055.0
19,
55,100845.0
56,102706.0
43,81948.0
63,125490.0
32,64262.0
51,98354.0
59,97402.0
61,119345.0
57,97848.0
28,
20,
23,
26,64965.0
23,
26,56055.0
56,
48,76676.0
49,83571.0
58,119105.0
29,60184.0
25,67709.0
25,57499.0
45,87530.0
37,72991.0
64,119482.0
24,
28,60368.0
37,81622.0
33,
21,
23,48975.0
39,
43,58270.0
20,
58,116480.0
59,115662.0
31,
28,
35,
29,
40,81771.0
29,58129.0
30,
42,
62,115847.0
36,74630.0
63,111451.0
53,100252.0
62,106127.0
25,53304.0
46,
49,104768.0
61,106124.0
35,71105.0
23,
35,
36,70421.0
39,70924.0
54,103696.0
49,105223.0
58,111382.0
20,
45,93762.0
27,
52,90129.0
46,
32,
50,102738.0
24,
29,
47,
38,80947.0
48,94913.0
41,71009.0
37,
54,123349.0
21,
45,
61,107673.0
37,81731.0
41,86675.0
49,87965.0
58,107705.0
53,
51,111802.0
53,96548.0
19,
32,59282.0
51,102732.0
53,97344.0
23,
56,97975.0
59,103625.0
29,66819.0
20,
62,131294.0
35,70202.0
57,106345.0
38,91699.0
32,
50,99698.0
52,96631.0
43,75998.0
25,
53,106531.0
65,96692.0
47,96426.0
40,75143.0
59,91072.0
61,
31,59014.0
31,70346.0
19,
54,98788.0
22,
55,
62,121501.0
58,106468.0
64,106107.0
31,
56,109619.0
42,82568.0
37,
19,
56,123513.0
23,
34,74186.0
42,84430.0
45,93193.0
19,37995.0
52,90427.0
54,92069.0
22,
18,
57,96117.0
29,
53,101961.0
62,100907.0
40,88598.0
64,117647.0
48,79743.0
28,
27,
20,
31,71741.0
33,75031.0
27,45341.0
46,95146.0
27,79981.0
29,50900.0
47,95803.0
58,114067.0
18,
22,64132.0
37,
25,
60,116304.0
29,56186.0
18,
37,68305.0
45,92307.0
60,100070.0
54,88292.0
64,118089.0
54,82786.0
29,76468.0
54,103238.0
61,122360.0
45,96715.0
64,124087.0
32,71058.0
23,
61,116358.0
37,66777.0
31,65012.0
19,
26,
54,103560.0
37,74368.0
43,100022.0
46,102395.0
18,
52,84884.0
23,
54,97401.0
22,42626.0
50,103181.0
31,86147.0
29,
59,106744.0
37,60632.0
41,84754.0
60,103476.0
51,101096.0
42,97189.0
46,
56,114980.0
48,91587.0
64,124141.0
60,87990.0
40,86616.0
61,122331.0
55,97484.0
37,73454.0
40,
62,94681.0
33,59497.0
59,85442.0
25,
38,89065.0
18,
25,
46,93333.0
49,
55,116506.0
22,58638.0
64,100998.0
39,85461.0
64,133995.0
51,83916.0
18,
43,72109.0
60,103060.0
27,
47,88117.0
35,
34,56273.0
43,69670.0
25,
64,122405.0
57,94739.0
29,63644.0
44,93652.0
25,70086.0
42,
63,127929.0
21,
50,85350.0
18,
36,72175.0
48,88161.0
33,
31,
65,123057.0
22,
58,101366.0
43,66199.0
45,95806.0
19,
23,
26,
50,105767.0
58,100857.0
42,73523.0
65,119309.0
30,
26,57563.0
30,
48,81660.0
58,93197.0
28,51670.0
21,
51,91863.0
55,108562.0
63,106061.0
21,
55,91446.0
36,
23,73812.0
51,102212.0
35,69006.0
30,
58,105597.0
40,78468.0
36,
62,119245.0
28,
18,
41,75958.0
24,
42,85753.0
38,87029.0
32,
18,
29,47946.0
24,
32,74244.0
38,76643.0
36,
46,86950.0
42,
50,
49,101335.0
52,
61,127467.0
55,120053.0
43,83596.0
28,73529.0
52,113484.0
25,
63,113531.0
31,
27,
19,
63,106020.0
26,56633.0
20,
38,94835.0
43,90716.0
25,
65,111391.0
19,
23,62496.0
45,92635.0
46,100724.0
43,85405.0
42,
29,60469.0
22,46029.0
51,
65,126915.0
54,102166.0
32,84181.0
61,115089.0
53,83584.0
32,
60,105054.0
65,109235.0
40,62298.0
23,
63,133388.0
61,101748.0
60,111365.0
62,105891.0
38,
40,
60,116680.0
33,64792.0
64,
32,
42,84682.0
53,83093.0
28,64837.0
32,
21,57164.0
38,
30,
39,
36,
51,
31,74060.0
21,
65,119337.0
63,125878.0
44,98856.0
46,89669.0
64,125782.0
45,95192.0
52,124038.0
25,
33,
59,106534.0
53,123737.0
47,89384.0
35,
19,
30,
21,39051.0
43,84651.0
42,81670.0
47,88031.0
28,
24,
48,
61,116555.0
27,66464.0
56,104976.0
30,83955.0
48,
24,
59,113296.0
59,111850.0
53,
37,73845.0
21,
24,
18,
61,114379.0
62,125483.0
59,116072.0
64,110290.0
30,
39,68702.0
38,
39,
45,
26,
43,80377.0
26,
32,
27,63833.0
41,
59,130368.0
25,
41,83927.0
33,68706.0
43,
44,98879.0
54,97659.0
21,
41,89711.0
36,74411.0
53,105987.0
56,
27,55061.0
42,79923.0
35,76517.0
36,
53,101681.0
27,74001.0
50,94455.0
22,
64,112652.0
52,98858.0
61,104291.0
51,83680.0
50,92096.0
38,
34,
39,79974.0
65,118414.0
54,93247.0
32,63201.0
52,99816.0
45,78857.0
24,
49,87662.0
28,55832.0
27,
26,
31,82765.0
30,58555.0
42,93363.0
19,
52,101968.0
24,
38,86758.0
35,54501.0
20,
59,97705.0
56,103685.0
58,106727.0
28,53008.0
56,123632.0
41,91398.0
63,99370.0
36,
21,
43,72009.0
55,117614.0
59,108677.0
49,111791.0
56,96826.0
62,107523.0
63,112733.0
53,115575.0
57,102957.0
54,104852.0
50,
53,99118.0
20,
26,
25,
50,85797.0
23,
58,94261.0
56,119638.0
21,
30,69099.0
19,
22,
61,106761.0
44,83266.0
49,86893.0
38,62145.0
25,
55,86538.0
25,46210.0
20,
61,113092.0
20,
39,71452.0
23,
19,
40,81960.0
61,99598.0
19,
55,93092.0
34,51170.0
52,
51,96921.0
40,
47,93112.0
25,51269.0
39,
61,109888.0
53,108336.0
22,
30,80513.0
46,88586.0
48,103677.0
64,114386.0
33,70220.0
59,102839.0
47,94893.0
33,54002.0
29,
34,
33,74271.0
29,
25,69998.0
37,79991.0
20,38517.0
33,60241.0
47,89762.0
62,104050.0
40,69606.0
45,80416.0
57,106702.0
22,
37,87686.0
57,111830.0
61,108281.0
18,
47,91230.0
38,70405.0
37,79315.0
23,
39,73023.0
