age,salary
27,159477.0
22,148533.0
53,283877.0
51,270529.0
48,253729.0
27,174266.0
36,199270.0
49,250770.0
18,113043.0
22,130849.0
62,343138.0
21,122395.0
33,181301.0
41,213279.0
33,177353.0
19,102703.0
45,243724.0
49,272588.0
44,229672.0
37,221445.0
41,241160.0
29,177878.0
52,274691.0
50,258385.0
50,269989.0
60,332997.0
54,306689.0
29,178092.0
20,139282.0
18,121205.0
50,262529.0
57,319752.0
27,143179.0
60,332959.0
61,320377.0
46,253231.0
30,160026.0
29,168394.0
48,269553.0
63,338557.0
19,121463.0
52,285623.0
40,
34,192730.0
43,223301.0
25,153182.0
46,252432.0
43,231283.0
27,144456.0
43,233029.0
51,260010.0
58,308493.0
24,150492.0
21,128663.0
62,319022.0
28,164024.0
46,249963.0
53,283335.0
42,222738.0
38,206364.0
53,282329.0
27,152509.0
54,291277.0
26,168459.0
41,237450.0
52,281503.0
52,288524.0
65,339260.0
53,273153.0
35,213771.0
56,299011.0
49,271547.0
41,224496.0
40,229822.0
49,287935.0
54,283227.0
29,171348.0
30,166279.0
40,220061.0
42,218311.0
52,278032.0
58,304985.0
47,267238.0
34,184958.0
37,204656.0
65,355373.0
42,238127.0
39,228538.0
30,179824.0
36,204396.0
53,284061.0
29,163083.0
58,310467.0
36,190806.0
29,161111.0
26,153769.0
24,124878.0
45,227768.0
31,153844.0
48,246433.0
36,196889.0
64,338422.0
33,175626.0
22,120874.0
52,268991.0
29,167226.0
42,226833.0
38,211576.0
53,281587.0
40,215511.0
33,186304.0
56,302780.0
62,342237.0
59,321331.0
56,316140.0
31,166980.0
48,249502.0
22,125003.0
52,287014.0
40,213569.0
46,261564.0
60,307814.0
28,148831.0
35,195665.0
64,359500.0
29,170594.0
26,156113.0
27,146244.0
61,321251.0
34,193634.0
55,277579.0
24,137519.0
63,348806.0
30,182252.0
57,326505.0
59,311928.0
26,135624.0
44,236086.0
19,116424.0
22,138532.0
46,252158.0
54,294822.0
55,291236.0
36,196711.0
25,137785.0
65,332014.0
62,325453.0
18,113743.0
39,220925.0
34,193783.0
24,141896.0
42,225827.0
62,345092.0
21,126659.0
53,283145.0
23,142631.0
48,275435.0
36,208483.0
61,333154.0
56,
44,256503.0
27,168964.0
43,236586.0
36,200288.0
56,307804.0
20,120732.0
62,349490.0
30,184028.0
45,240848.0
37,203196.0
45,233512.0
25,161402.0
58,316979.0
56,285734.0
18,105519.0
20,105865.0
30,172309.0
45,240204.0
42,226704.0
50,283611.0
55,297939.0
23,137736.0
61,
62,329747.0
49,270325.0
62,345825.0
64,342106.0
38,205498.0
33,187885.0
38,211149.0
28,
54,287864.0
53,286919.0
52,287805.0
36,202864.0
37,215880.0
35,196555.0
64,336719.0
58,315091.0
31,178579.0
32,187458.0
48,255773.0
18,116467.0
20,133834.0
33,168668.0
40,220726.0
28,152487.0
29,173915.0
27,156055.0
49,258912.0
33,180281.0
25,162732.0
55,293622.0
29,165647.0
41,229255.0
45,235509.0
25,154657.0
45,233673.0
53,292764.0
43,228749.0
25,
45,255827.0
45,
54,288032.0
58,305313.0
53,289258.0
44,229000.0
34,185102.0
26,153061.0
50,289897.0
37,207520.0
30,168624.0
45,242577.0
65,365169.0
46,259200.0
30,159152.0
63,315080.0
52,268065.0
23,136660.0
35,195817.0
22,132178.0
64,357404.0
42,231592.0
19,116391.0
27,153053.0
47,258485.0
62,336619.0
22,130537.0
50,258257.0
18,100074.0
35,200592.0
49,256282.0
64,337488.0
28,141839.0
38,219360.0
43,229281.0
42,208979.0
39,221645.0
44,225948.0
30,158323.0
50,278052.0
51,268876.0
58,327996.0
52,266246.0
18,126418.0
38,199932.0
65,341546.0
23,124957.0
45,255692.0
34,205274.0
22,125878.0
48,257222.0
22,114763.0
55,306621.0
20,110239.0
40,207156.0
54,289885.0
54,285069.0
27,147571.0
27,153321.0
36,193184.0
34,
38,222287.0
31,151200.0
26,153343.0
63,348305.0
18,113408.0
62,342498.0
30,177070.0
21,127971.0
18,96025.0
57,290308.0
49,253550.0
51,285320.0
45,242905.0
48,262356.0
25,148146.0
56,297470.0
43,234340.0
51,285985.0
20,115515.0
29,167866.0
18,103164.0
61,323980.0
22,141402.0
47,255040.0
47,249056.0
34,200558.0
65,357993.0
64,364931.0
40,222891.0
32,171102.0
54,283095.0
38,206584.0
31,181244.0
19,105629.0
28,165704.0
56,288989.0
55,
51,266213.0
55,289371.0
51,287399.0
35,180405.0
47,262400.0
32,181925.0
44,240533.0
51,281468.0
55,295049.0
50,259732.0
41,253714.0
32,170435.0
47,268493.0
59,303201.0
34,214321.0
22,
46,244582.0
21,107019.0
27,149112.0
34,193200.0
27,151589.0
34,203362.0
37,205290.0
41,229411.0
22,130175.0
51,268066.0
23,155522.0
19,118597.0
30,169126.0
60,307429.0
60,327351.0
65,343012.0
28,165561.0
64,339967.0
40,231855.0
33,201749.0
48,257009.0
28,
33,173320.0
25,139143.0
21,119314.0
57,303517.0
21,114046.0
42,227213.0
20,116185.0
49,288422.0
20,113300.0
44,259221.0
46,
49,267518.0
36,202078.0
38,221992.0
22,140642.0
35,
45,
59,324997.0
39,208207.0
38,203337.0
23,142391.0
18,115172.0
22,143965.0
58,309366.0
29,166126.0
43,222873.0
63,347862.0
51,274138.0
31,157865.0
43,251868.0
62,342629.0
44,239129.0
26,150972.0
43,255691.0
64,351302.0
39,216969.0
64,335394.0
47,264842.0
60,321140.0
65,344565.0
34,189055.0
43,263688.0
53,293063.0
18,98659.0
25,137149.0
52,287994.0
32,165562.0
64,343986.0
39,205838.0
31,168209.0
43,236710.0
45,242135.0
40,202365.0
31,173264.0
41,231537.0
19,119115.0
62,343427.0
43,224125.0
31,180633.0
24,138725.0
20,117893.0
64,343915.0
40,214680.0
63,328537.0
60,312469.0
64,340624.0
62,330699.0
35,191170.0
55,304110.0
52,278553.0
32,200581.0
42,244776.0
54,267095.0
45,235214.0
27,150989.0
56,314096.0
34,161275.0
56,283746.0
39,221354.0
43,245733.0
61,317623.0
42,228740.0
34,185606.0
30,185925.0
37,220070.0
42,213583.0
21,119862.0
27,150716.0
20,126823.0
58,329663.0
62,326573.0
35,202665.0
64,328511.0
53,285315.0
64,348487.0
39,217265.0
51,279622.0
64,355627.0
25,169579.0
57,309951.0
61,338638.0
36,215596.0
59,337442.0
58,304102.0
54,263898.0
23,142011.0
43,248281.0
51,275907.0
62,332496.0
23,142336.0
54,285628.0
50,257077.0
39,195003.0
38,192782.0
23,132109.0
23,135496.0
65,340838.0
21,111200.0
47,251713.0
28,156851.0
47,264596.0
48,263230.0
41,223825.0
26,149846.0
20,108144.0
48,262964.0
57,314312.0
54,291813.0
53,276615.0
41,233674.0
48,266056.0
23,143867.0
19,116708.0
37,211138.0
45,245223.0
28,
21,121142.0
32,180202.0
23,133902.0
47,
55,291980.0
19,124737.0
32,167979.0
28,137717.0
25,132899.0
43,233906.0
62,339031.0
61,316733.0
22,117201.0
23,126976.0
43,242367.0
21,121979.0
36,198484.0
37,214537.0
50,266392.0
37,214723.0
29,164114.0
64,331950.0
18,117033.0
43,240872.0
31,178778.0
55,316312.0
54,298491.0
28,148502.0
53,
30,177040.0
60,323057.0
20,112365.0
50,261861.0
23,122850.0
27,158193.0
22,124508.0
40,212122.0
27,150181.0
61,315593.0
19,118151.0
30,169465.0
57,310830.0
19,109166.0
37,206391.0
18,
54,294292.0
26,150841.0
34,178550.0
26,155108.0
28,166851.0
32,180899.0
41,221982.0
55,307846.0
52,285021.0
47,
48,261723.0
22,125507.0
61,332280.0
31,171283.0
28,166346.0
26,137890.0
51,
29,166530.0
52,283264.0
52,
18,109050.0
57,305702.0
39,212557.0
46,260960.0
25,136800.0
28,157834.0
58,316908.0
54,303091.0
31,180570.0
47,250759.0
52,277762.0
38,
54,294549.0
22,121440.0
36,197025.0
31,173102.0
43,247795.0
21,133871.0
42,224648.0
62,334511.0
59,322461.0
42,212737.0
35,188559.0
57,333212.0
25,152235.0
56,315784.0
57,309265.0
31,176735.0
49,259858.0
55,313623.0
50,275328.0
40,225853.0
32,196022.0
50,265856.0
42,228538.0
34,199803.0
50,264872.0
64,327332.0
19,121280.0
31,180624.0
57,298777.0
57,306144.0
56,301022.0
23,131792.0
23,136832.0
20,136121.0
24,139980.0
25,167505.0
59,315682.0
32,173366.0
64,360641.0
46,241354.0
50,
47,263435.0
56,325206.0
44,
53,286340.0
46,242346.0
55,294287.0
50,261805.0
54,299011.0
44,252884.0
50,257117.0
21,137813.0
39,206445.0
19,118583.0
27,164474.0
22,128248.0
27,143059.0
50,260833.0
55,304368.0
30,181102.0
48,244257.0
64,354837.0
53,277669.0
62,324816.0
41,229557.0
32,158559.0
46,252862.0
25,143891.0
22,136133.0
46,248981.0
64,350668.0
21,116781.0
29,171239.0
62,327357.0
19,98049.0
44,233448.0
48,261284.0
53,284453.0
53,279134.0
43,226712.0
60,320464.0
44,
22,128680.0
37,192681.0
28,187188.0
27,132872.0
57,323030.0
55,296543.0
23,132221.0
25,141084.0
40,217907.0
64,
43,253008.0
63,323657.0
60,318324.0
29,163836.0
43,234601.0
30,188100.0
57,303028.0
35,
42,250274.0
50,264200.0
64,340593.0
57,297945.0
60,316813.0
29,172082.0
61,327186.0
53,280408.0
65,346965.0
21,139596.0
22,121948.0
54,297043.0
25,132285.0
59,306408.0
45,246793.0
48,255702.0
26,166317.0
46,258620.0
31,184462.0
57,325403.0
58,302477.0
39,205674.0
28,163615.0
40,221291.0
18,111545.0
63,330937.0
54,281684.0
38,207995.0
43,229420.0
63,346106.0
53,285205.0
40,231183.0
18,100585.0
57,305836.0
32,173494.0
38,207609.0
64,349783.0
26,164834.0
26,163582.0
27,146178.0
43,242534.0
58,301703.0
52,287838.0
42,218694.0
43,238257.0
28,150995.0
55,305005.0
19,105213.0
24,144309.0
35,201549.0
44,234449.0
51,270693.0
44,243133.0
34,198969.0
60,336529.0
61,334296.0
41,235861.0
42,235086.0
24,138468.0
23,139805.0
41,225085.0
50,275301.0
46,226849.0
60,335005.0
39,234954.0
43,222405.0
45,254532.0
38,221174.0
24,141881.0
34,170010.0
37,202210.0
58,303207.0
37,220000.0
39,214879.0
45,248195.0
57,313345.0
24,138419.0
18,103372.0
49,
30,172902.0
47,252829.0
40,214627.0
36,177423.0
49,278532.0
47,265252.0
46,269656.0
62,343575.0
46,259731.0
47,258880.0
33,
57,311967.0
36,
35,209348.0
18,111155.0
31,175177.0
64,331288.0
19,127966.0
45,236523.0
47,261536.0
55,308523.0
21,125575.0
18,112947.0
25,130861.0
46,236627.0
56,288388.0
20,128688.0
49,255332.0
27,164157.0
27,142539.0
36,199025.0
63,328982.0
51,271850.0
50,283210.0
40,198742.0
45,260370.0
49,269631.0
24,128080.0
46,257933.0
25,139421.0
18,107861.0
20,134264.0
41,212453.0
40,219130.0
25,152583.0
64,332529.0
54,270678.0
20,110640.0
50,274740.0
45,222966.0
64,320146.0
25,148960.0
51,264029.0
52,289980.0
49,270292.0
41,221251.0
31,182523.0
49,266158.0
63,334496.0
60,322906.0
33,181859.0
21,128442.0
54,276722.0
38,232493.0
31,185868.0
48,264034.0
65,356423.0
35,206698.0
24,139612.0
27,146735.0
24,127605.0
50,278122.0
40,234568.0
38,204772.0
36,203537.0
65,356512.0
36,207519.0
53,290962.0
46,273376.0
35,191369.0
19,114494.0
18,101515.0
64,329010.0
22,132459.0
37,193142.0
28,137607.0
59,310347.0
19,112477.0
20,131719.0
40,204067.0
29,151906.0
37,198647.0
22,126016.0
54,277028.0
55,295906.0
47,258248.0
26,135287.0
51,280574.0
61,331585.0
52,267112.0
39,227856.0
61,334431.0
41,
34,182004.0
27,139045.0
47,240617.0
63,329645.0
40,218207.0
49,268927.0
34,198716.0
34,178886.0
31,
26,155180.0
57,312112.0
19,109014.0
62,334736.0
42,235347.0
56,314714.0
26,149171.0
39,213207.0
60,312827.0
63,325394.0
21,120653.0
43,222223.0
46,245097.0
62,316645.0
51,261943.0
40,210601.0
54,294193.0
28,166051.0
23,134024.0
35,195507.0
38,215739.0
59,311024.0
53,286998.0
58,300251.0
55,299063.0
51,273333.0
34,192895.0
54,286534.0
42,243504.0
55,307771.0
29,177646.0
40,203349.0
59,318702.0
39,231571.0
38,210533.0
44,242963.0
48,262415.0
23,156584.0
44,247055.0
57,315348.0
51,274485.0
29,171454.0
62,326499.0
24,158055.0
27,145571.0
62,318406.0
34,177725.0
43,238535.0
38,229481.0
45,245543.0
63,359022.0
19,129003.0
60,326247.0
18,98608.0
53,293162.0
43,258777.0
46,260874.0
38,220609.0
28,152021.0
57,309263.0
28,176641.0
53,292450.0
56,
57,309358.0
52,280682.0
51,272007.0
64,345878.0
41,219984.0
39,219104.0
22,125753.0
50,264418.0
53,276109.0
64,337294.0
37,207504.0
36,203975.0
52,276404.0
60,327713.0
34,212309.0
62,341800.0
60,318310.0
51,275144.0
26,160040.0
43,235988.0
19,121803.0
26,146528.0
26,165510.0
57,305775.0
34,191537.0
18,120561.0
42,227332.0
60,319377.0
57,312321.0
59,310689.0
42,225571.0
56,296623.0
52,278828.0
20,114310.0
54,287293.0
61,332455.0
61,342852.0
47,256412.0
55,292909.0
51,266400.0
29,169680.0
36,202634.0
54,280854.0
61,323738.0
34,187004.0
27,148089.0
64,337648.0
29,173082.0
33,165873.0
41,229910.0
36,197973.0
25,154268.0
48,246858.0
38,187873.0
34,196861.0
40,217381.0
54,282659.0
33,179789.0
23,133416.0
25,136572.0
42,241435.0
35,187992.0
42,233464.0
29,179955.0
32,180902.0
43,233603.0
58,317963.0
62,320492.0
43,236776.0
64,348444.0
49,284672.0
27,182137.0
33,170771.0
24,130420.0
34,196364.0
40,218192.0
43,227871.0
38,204229.0
39,229198.0
24,149118.0
31,182344.0
32,178808.0
24,134827.0
26,
65,346321.0
25,132963.0
40,224504.0
46,260606.0
35,176958.0
48,263427.0
47,267858.0
56,302607.0
52,285612.0
35,180871.0
59,317544.0
56,293117.0
34,199961.0
31,168082.0
48,256855.0
41,224366.0
52,273632.0
61,321503.0
62,321827.0
51,270242.0
20,129425.0
54,300330.0
60,323548.0
57,321450.0
43,239203.0
40,223816.0
61,329899.0
56,292024.0
32,171707.0
21,120216.0
46,244952.0
39,217685.0
42,243542.0
30,166117.0
35,187451.0
50,
33,188808.0
62,329782.0
59,333858.0
61,319302.0
19,128297.0
52,258887.0
59,299218.0
51,285160.0
47,254909.0
30,167557.0
30,165184.0
35,203349.0
49,273793.0
49,283235.0
52,285334.0
56,309075.0
63,321742.0
46,239057.0
46,254788.0
61,333577.0
33,198626.0
61,310217.0
64,335425.0
27,151117.0
47,247464.0
42,212435.0
56,305085.0
37,186724.0
22,135982.0
18,117970.0
47,263578.0
20,123939.0
62,333902.0
31,159801.0
47,245427.0
21,122013.0
35,
54,277143.0
42,224294.0
65,345005.0
18,117177.0
63,318514.0
32,183624.0
26,141984.0
32,181477.0
41,235534.0
21,120872.0
29,169622.0
54,298805.0
54,292489.0
60,323926.0
23,114917.0
56,301436.0
63,319864.0
41,
28,159573.0
30,158450.0
51,279665.0
42,238717.0
24,134159.0
21,130181.0
25,121750.0
37,206890.0
46,256331.0
62,331325.0
63,346865.0
27,141125.0
60,326147.0
51,281082.0
43,226532.0
58,327083.0
20,139183.0
23,
22,118951.0
22,137429.0
64,341112.0
40,220035.0
26,152031.0
52,274762.0
37,199288.0
59,321843.0
52,271489.0
35,203907.0
34,193172.0
41,202683.0
20,119025.0
49,266324.0
52,282283.0
55,284708.0
30,159589.0
64,356236.0
42,221320.0
26,142787.0
21,129039.0
31,155695.0
54,285047.0
51,279481.0
28,156052.0
58,291547.0
20,124888.0
45,238623.0
46,249355.0
26,145743.0
20,109532.0
42,231303.0
51,268771.0
29,167903.0
59,324302.0
26,151317.0
32,182550.0
57,292962.0
42,224940.0
22,135765.0
28,168205.0
51,265315.0
41,222297.0
32,158949.0
55,308562.0
25,140760.0
22,112865.0
65,345101.0
43,234190.0
35,213304.0
23,150034.0
54,296478.0
65,347658.0
30,164240.0
45,252269.0
22,128774.0
30,173405.0
34,195102.0
57,310557.0
62,333366.0
49,261014.0
46,258491.0
20,127544.0
57,309080.0
51,279680.0
57,316833.0
44,231457.0
30,170074.0
62,339466.0
50,253843.0
23,150370.0
41,229802.0
36,201690.0
33,195282.0
57,295182.0
45,263900.0
50,268314.0
65,340698.0
58,
30,
60,340127.0
62,340142.0
42,232146.0
59,299673.0
53,294210.0
44,221969.0
55,284150.0
24,144604.0
22,128950.0
60,323308.0
62,321864.0
48,267780.0
40,212374.0
59,296401.0
27,170539.0
49,250233.0
60,325180.0
47,257898.0
56,295432.0
48,248992.0
35,203321.0
53,295598.0
19,118013.0
31,180736.0
30,173452.0
46,243960.0
29,165600.0
56,295441.0
19,124865.0
49,270153.0
30,186731.0
63,347456.0
44,237793.0
58,306747.0
34,168558.0
57,294389.0
48,266585.0
51,271633.0
41,214487.0
62,328155.0
52,270293.0
65,344858.0
23,120086.0
36,192013.0
47,266291.0
24,150674.0
27,159603.0
58,308575.0
49,248427.0
51,261223.0
45,
32,185489.0
47,264972.0
54,278779.0
46,
39,215940.0
21,119632.0
37,214236.0
49,257462.0
53,288715.0
21,132313.0
44,240302.0
34,184883.0
29,164067.0
39,226857.0
34,193416.0
27,145152.0
18,98466.0
39,225427.0
43,240875.0
35,186548.0
31,173644.0
64,335345.0
46,265623.0
29,162849.0
53,288574.0
52,298277.0
29,161776.0
24,132103.0
46,242633.0
28,152028.0
50,275695.0
23,131555.0
64,334556.0
32,182642.0
49,267326.0
28,171943.0
40,219323.0
43,232065.0
51,283207.0
63,362855.0
51,276803.0
46,247750.0
21,140164.0
34,181971.0
52,280139.0
30,
58,309617.0
56,307704.0
32,168743.0
46,264556.0
46,250236.0
28,150864.0
49,262471.0
19,109665.0
64,336821.0
31,148609.0
37,185038.0
39,205820.0
28,
44,258203.0
20,117472.0
34,187202.0
61,313482.0
45,247154.0
46,242660.0
38,
64,
33,181779.0
54,294792.0
37,204314.0
23,109566.0
36,199629.0
22,134851.0
20,119630.0
18,113927.0
55,303469.0
32,181652.0
51,290710.0
52,288878.0
42,220564.0
41,231779.0
29,163156.0
35,188595.0
32,188396.0
61,323878.0
33,178929.0
44,243533.0
25,157509.0
63,327089.0
42,249965.0
34,183248.0
46,247646.0
25,151321.0
32,174969.0
44,251946.0
63,329677.0
24,141776.0
20,127477.0
46,250673.0
61,323679.0
41,216486.0
20,113714.0
37,189837.0
63,303665.0
32,194817.0
42,227703.0
47,252794.0
31,191992.0
24,132310.0
34,182065.0
61,326750.0
37,198617.0
53,268752.0
26,143833.0
55,275503.0
65,357287.0
39,212745.0
19,97219.0
41,226881.0
25,155559.0
28,167674.0
30,180477.0
34,185119.0
25,151099.0
38,207767.0
35,203874.0
47,251311.0
35,201391.0
63,332307.0
64,339521.0
48,257561.0
55,293826.0
49,259290.0
28,168463.0
62,328375.0
42,223561.0
50,278268.0
55,291151.0
58,314051.0
25,133986.0
28,169523.0
39,204855.0
41,229431.0
58,317160.0
34,191051.0
29,156408.0
63,322949.0
49,264117.0
32,187085.0
33,180363.0
39,200457.0
45,256699.0
37,198942.0
50,262531.0
27,153429.0
57,313974.0
49,267438.0
50,269624.0
19,123724.0
50,270305.0
50,268526.0
58,316959.0
30,169492.0
47,247976.0
50,277938.0
30,181455.0
43,237530.0
39,220715.0
56,305055.0
19,97716.0
55,293345.0
56,298706.0
43,232448.0
63,345990.0
32,176262.0
51,276854.0
59,303902.0
61,332845.0
57,297348.0
28,174736.0
20,134869.0
23,137471.0
26,155965.0
23,132277.0
26,147055.0
56,286705.0
48,244676.0
49,255071.0
58,322105.0
29,161684.0
25,155209.0
25,144999.0
45,245030.0
37,202491.0
64,343482.0
24,140043.0
28,158368.0
37,211122.0
33,185201.0
21,119508.0
23,129475.0
39,220739.0
43,208770.0
20,106279.0
58,319480.0
59,
31,170056.0
28,167673.0
35,194914.0
29,160775.0
40,221771.0
29,159629.0
30,165319.0
42,222554.0
62,332847.0
36,200630.0
63,331951.0
53,285752.0
62,323127.0
25,140804.0
46,249119.0
49,276268.0
61,319624.0
35,193605.0
23,138844.0
35,198392.0
36,196421.0
39,207424.0
54,292696.0
49,276723.0
58,
20,99882.0
45,251262.0
27,161890.0
52,272129.0
46,261570.0
32,176486.0
50,277738.0
24,148099.0
29,
47,269084.0
38,213947.0
48,262913.0
41,214509.0
37,196588.0
54,312349.0
21,107547.0
45,245494.0
61,321173.0
37,211231.0
41,230175.0
49,259465.0
58,310705.0
53,268026.0
51,290302.0
53,282048.0
19,126020.0
32,171282.0
51,281232.0
53,282844.0
23,
56,293975.0
59,310125.0
29,
20,107035.0
62,
35,192702.0
57,305845.0
38,224699.0
32,193947.0
50,274698.0
52,278631.0
43,226498.0
25,169222.0
53,292031.0
65,324192.0
47,260926.0
40,215143.0
59,297572.0
61,324502.0
31,167514.0
31,178846.0
19,104760.0
54,287788.0
22,148555.0
55,294627.0
62,338501.0
58,309468.0
64,330107.0
31,147807.0
56,305619.0
42,229568.0
37,213617.0
19,115877.0
56,319513.0
23,129499.0
34,193186.0
42,231430.0
45,250693.0
19,104495.0
52,272427.0
54,281069.0
22,139124.0
18,131420.0
57,295617.0
